url,tool,audit_id,title,description,wcag,category,severity,impact,help_url,element,selector,failure_summary
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<a href=""https://www.dlsu.edu.ph/research-manual/manuals/"" class=""btn menu-link "">Manuals</a>",".inner-header > ul > li:nth-child(7) > .menu-link.btn","Fix any of the following:
  Element has insufficient color contrast of 2.37 (foreground color: #66a586, background color: #006936, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<a href=""https://www.dlsu.edu.ph/research-project/projects/"" class=""btn menu-link "">Projects</a>",".inner-header > ul > li:nth-child(8) > .menu-link.btn","Fix any of the following:
  Element has insufficient color contrast of 2.37 (foreground color: #66a586, background color: #006936, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<div class=""heading-6 text-gray font-500"">Total number of journals</div>",".item:nth-child(1) > .font-500.heading-6.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<div class=""heading-6 text-gray font-500"">Teaching faculty members</div>",".item:nth-child(2) > .font-500.heading-6.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<div class=""heading-6 text-gray font-500"">Total number of free resources</div>",".item:nth-child(3) > .font-500.heading-6.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">",".featured-news-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">12 Min Read
                                            </p>",".custom-card.card-stub:nth-child(1) > .card-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">15 Min Read
                                            </p>",".custom-card.card-stub:nth-child(2) > .card-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">15 Min Read
                                            </p>",".custom-card.card-stub:nth-child(3) > .card-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h5 class=""heading-5 font-secondary font-normal"">
                        Looking to submit a publication?                    </h5>",".contact-block > h5","Fix any of the following:
  Heading order invalid"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h4 class=""font-normal heading-4 font-secondary"">DLSU KIST Park holds open house, welcomes two industry giants</h4>",".featured-news-content > h4","Fix any of the following:
  Heading order invalid"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h6 class=""font-secondary heading-6 font-normal"">College of Science Center for Natural Sciences and Environmental Research</h6>",".grid-item:nth-child(1) > .grid-content > h6","Fix any of the following:
  Heading order invalid"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""top-bar-content"">",".top-bar-content","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph/"" class=""logo"">",".logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" class=""btn menu-close-btn"">
                        <img src=""https://www.dlsu.edu.ph/wp-content/themes/dlsu/assets/images/icon/x-close.svg"" alt="""">
                    </a>",".menu-close-btn","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph"" class=""site-logo"">
        <img src=""https://www.dlsu.edu.ph/wp-content/uploads/2025/02/logo.png"" alt="""">
    </a>",".site-logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(1)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(2)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(3)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(4)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(5)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(6)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(7)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(8)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(9)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/research-overview/overview/","axe","page-has-heading-one","Page should contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=axeAPI","<html lang=""en"">","html","Fix all of the following:
  Page must have a level-one heading"
"https://www.dlsu.edu.ph/global/international-students/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">",".featured-news-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/global/international-students/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">12 Min Read
                                            </p>",".custom-card.card-stub:nth-child(1) > .card-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/global/international-students/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">15 Min Read
                                            </p>",".custom-card.card-stub:nth-child(2) > .card-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/global/international-students/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">15 Min Read
                                            </p>",".custom-card.card-stub:nth-child(3) > .card-content > .text-regular-medium.text-gray","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/global/international-students/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h4 class=""font-normal heading-4 font-secondary"">DLSU KIST Park holds open house, welcomes two industry giants</h4>",".featured-news-content > h4","Fix any of the following:
  Heading order invalid"
"https://www.dlsu.edu.ph/global/international-students/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""top-bar-content"">",".top-bar-content","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://www.dlsu.edu.ph/global/international-students/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph/"" class=""logo"">",".logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/global/international-students/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" class=""btn menu-close-btn"">
                        <img src=""https://www.dlsu.edu.ph/wp-content/themes/dlsu/assets/images/icon/x-close.svg"" alt="""">
                    </a>",".menu-close-btn","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/global/international-students/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph"" class=""site-logo"">
        <img src=""https://www.dlsu.edu.ph/wp-content/uploads/2025/02/logo.png"" alt="""">
    </a>",".site-logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(1)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(2)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(3)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(4)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(5)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(6)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(7)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(8)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(9)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/global/international-students/","axe","page-has-heading-one","Page should contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=axeAPI","<html lang=""en"">","html","Fix all of the following:
  Page must have a level-one heading"
"https://www.dlsu.edu.ph/about/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">",".featured-news-content > .text-gray.text-regular-medium","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/about/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">12 Min Read
                                            </p>",".custom-card.card-stub:nth-child(1) > .card-content > .text-gray.text-regular-medium","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/about/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">15 Min Read
                                            </p>",".custom-card.card-stub:nth-child(2) > .card-content > .text-gray.text-regular-medium","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/about/","axe","color-contrast","Elements must meet minimum color contrast ratio thresholds","Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Needs Manual Mapping","Visual Contrast","High","serious","https://dequeuniversity.com/rules/axe/4.9/color-contrast?application=axeAPI","<p class=""text-regular-medium text-gray"">15 Min Read
                                            </p>",".custom-card.card-stub:nth-child(3) > .card-content > .text-gray.text-regular-medium","Fix any of the following:
  Element has insufficient color contrast of 3.94 (foreground color: #808080, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.dlsu.edu.ph/about/","axe","heading-order","Heading levels should only increase by one","Ensures the order of headings is semantically correct","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/heading-order?application=axeAPI","<h4 class=""font-normal heading-4 font-secondary"">DLSU KIST Park holds open house, welcomes two industry giants</h4>",".featured-news-content > h4","Fix any of the following:
  Heading order invalid"
"https://www.dlsu.edu.ph/about/","axe","landmark-unique","Ensures landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","Needs Manual Mapping","Other","Medium","moderate","https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=axeAPI","<nav class=""top-bar-content"">",".top-bar-content","Fix any of the following:
  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
"https://www.dlsu.edu.ph/about/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph/"" class=""logo"">",".logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/about/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""#"" class=""btn menu-close-btn"">
                        <img src=""https://www.dlsu.edu.ph/wp-content/themes/dlsu/assets/images/icon/x-close.svg"" alt="""">
                    </a>",".menu-close-btn","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/about/","axe","link-name","Links must have discernible text","Ensures links have discernible text","Needs Manual Mapping","Other","High","serious","https://dequeuniversity.com/rules/axe/4.9/link-name?application=axeAPI","<a href=""https://www.dlsu.edu.ph"" class=""site-logo"">
        <img src=""https://www.dlsu.edu.ph/wp-content/uploads/2025/02/logo.png"" alt="""">
    </a>",".site-logo","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(1)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(2)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>",".wrapper > nav > ul:nth-child(3)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(4)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(5)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(6)","Fix all of the following:
  List element has direct children that are not allowed: div"
"https://www.dlsu.edu.ph/about/","axe","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","Ensures that lists are structured correctly","Needs Manual Mapping","Structure","High","serious","https://dequeuniversity.com/rules/axe/4.9/list?application=axeAPI","<ul>","ul:nth-child(7)","Fix all of the following:
  List element has direct children that are not allowed: div"
